model_name,fine_tuned,train_bundle,epochs,test_dataset,precision_score,recall_score,f1_score
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.6914932457101132,0.6927578639356254,0.6921249771606066
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-combined,5,ssj500k,0.4425956738768719,0.49534450651769085,0.46748681898066785
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.4555984555984556,0.367601246105919,0.4068965517241379
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.7189460476787954,0.7123912142561127,0.715653621981682
bert-base-multilingual-uncased,False,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.6932075471698114,0.6719092904169714,0.6823922734026746
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-iterative,5,ssj500k,0.30327868852459017,0.4134078212290503,0.34988179669030733
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.4782608695652174,0.4454828660436137,0.4612903225806451
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.6446871062578748,0.6361375880646498,0.6403838130997079
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.6261194029850746,0.6137527432333577,0.6198743997044699
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-combined,5,ssj500k,0.4843205574912892,0.5176908752327747,0.5004500450045005
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.6395759717314488,0.5638629283489096,0.5993377483443708
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.7253491324587389,0.7103191048487361,0.7177554438860971
bert-base-multilingual-uncased,False,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.7161753590325018,0.6931236283833211,0.7044609665427508
bert-base-multilingual-uncased,False,ssj500k,5,ssj500k,0.47577092511013214,0.4022346368715084,0.43592330978809285
bert-base-multilingual-uncased,False,ssj500k,5,bsnlp-2017,0.4014084507042254,0.17757009345794392,0.24622030237580994
bert-base-multilingual-uncased,False,ssj500k,5,bsnlp-2021,0.5058400718778078,0.23331951927061748,0.31934203062960864
bert-base-multilingual-uncased,False,ssj500k,5,bsnlp-all,0.4940239043824701,0.22677395757132407,0.31085485083980946
bert-base-multilingual-uncased,False,bsnlp-2017,5,ssj500k,0.15546218487394958,0.1378026070763501,0.14610069101678183
bert-base-multilingual-uncased,False,bsnlp-2017,5,bsnlp-2017,0.1732283464566929,0.13707165109034267,0.15304347826086956
bert-base-multilingual-uncased,False,bsnlp-2017,5,bsnlp-2021,0.22302904564315354,0.08910070451719851,0.12733195143618598
bert-base-multilingual-uncased,False,bsnlp-2017,5,bsnlp-all,0.21264367816091953,0.09473299195318215,0.1310728744939271
bert-base-multilingual-uncased,False,bsnlp-2021,5,ssj500k,0.33465608465608465,0.47113594040968343,0.391337973704563
bert-base-multilingual-uncased,False,bsnlp-2021,5,bsnlp-2017,0.4,0.3862928348909657,0.39302694136291605
bert-base-multilingual-uncased,False,bsnlp-2021,5,bsnlp-2021,0.7185307470078415,0.7215084956485702,0.7200165425971877
bert-base-multilingual-uncased,False,bsnlp-2021,5,bsnlp-all,0.6824002927186242,0.6821506949524506,0.6822754710078653
bert-base-multilingual-uncased,False,bsnlp-all,5,ssj500k,0.32706766917293234,0.4860335195530726,0.3910112359550562
bert-base-multilingual-uncased,False,bsnlp-all,5,bsnlp-2017,0.5487804878048781,0.5607476635514018,0.5546995377503852
bert-base-multilingual-uncased,False,bsnlp-all,5,bsnlp-2021,0.6934713375796179,0.7219229175300456,0.7074111675126904
bert-base-multilingual-uncased,False,bsnlp-all,5,bsnlp-all,0.6767605633802817,0.7029992684711046,0.6896304269824183
sloberta-1.0,True,ssj500k-bsnlp2017-iterative,5,ssj500k,0.6220886551465064,0.8466257668711656,0.7171935902988307
sloberta-1.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.9156626506024096,0.9585585585585585,0.9366197183098592
sloberta-1.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.8114682884448305,0.727603219942872,0.767250821467689
sloberta-1.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.8264749628160635,0.7566954153427145,0.7900473933649288
sloberta-1.0,True,ssj500k-bsnlp-2017-combined,5,ssj500k,0.8330039525691699,0.8619631901840491,0.8472361809045226
sloberta-1.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.907103825136612,0.8972972972972973,0.9021739130434783
sloberta-1.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.857344135258894,0.6320436250324591,0.7276532137518684
sloberta-1.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.8654073199527745,0.6654561960962324,0.7523736207338979
sloberta-1.0,True,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.6381172839506173,0.84560327198364,0.7273526824978012
sloberta-1.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.8297872340425532,0.8432432432432433,0.8364611260053619
sloberta-1.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9349509550851832,0.9405349259932485,0.9377346278317151
sloberta-1.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.921586300135196,0.9282796187017703,0.9249208502939846
sloberta-1.0,True,ssj500k-bsnlp-2021-combined,5,ssj500k,0.8059701492537313,0.8834355828220859,0.8429268292682928
sloberta-1.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.8007448789571695,0.7747747747747747,0.7875457875457875
sloberta-1.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.9361534419337888,0.9252142300701116,0.9306516912628966
sloberta-1.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.9194105457057333,0.9062641852019973,0.9127900331466453
sloberta-1.0,True,ssj500k-bsnlp-all-iterative,5,ssj500k,0.6125186289120715,0.8404907975460123,0.7086206896551724
sloberta-1.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.9138840070298769,0.9369369369369369,0.9252669039145908
sloberta-1.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9317197452229299,0.9496234744222279,0.9405864197530864
sloberta-1.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9294615042278593,0.9480254198819791,0.9386516853932585
sloberta-1.0,True,ssj500k-bsnlp-all-combined,5,ssj500k,0.8233082706766918,0.8957055214723927,0.8579823702252695
sloberta-1.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8991150442477877,0.9153153153153153,0.9071428571428571
sloberta-1.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9335968379446641,0.9200207738249805,0.9267590897201151
sloberta-1.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9291284403669725,0.9194280526554698,0.9242527948893452
sloberta-1.0,True,ssj500k,5,ssj500k,0.8113948919449901,0.8445807770961146,0.8276553106212425
sloberta-1.0,True,ssj500k,5,bsnlp-2017,0.7930174563591023,0.572972972972973,0.6652719665271967
sloberta-1.0,True,ssj500k,5,bsnlp-2021,0.8602520045819015,0.5850428460140223,0.6964451313755795
sloberta-1.0,True,ssj500k,5,bsnlp-all,0.8513245033112583,0.5835224693599637,0.6924319956908159
sloberta-1.0,True,bsnlp-2017,5,ssj500k,0.2972465581977472,0.48568507157464214,0.36878881987577644
sloberta-1.0,True,bsnlp-2017,5,bsnlp-2017,0.327445652173913,0.43423423423423424,0.37335398915569323
sloberta-1.0,True,bsnlp-2017,5,bsnlp-2021,0.36380113930605906,0.36484030122046224,0.3643199792558019
sloberta-1.0,True,bsnlp-2017,5,bsnlp-all,0.35798173118747284,0.37358147980027234,0.3656152820968458
sloberta-1.0,True,bsnlp-2021,5,ssj500k,0.609056603773585,0.8251533742331288,0.7008250108554059
sloberta-1.0,True,bsnlp-2021,5,bsnlp-2017,0.7875647668393783,0.8216216216216217,0.8042328042328043
sloberta-1.0,True,bsnlp-2021,5,bsnlp-2021,0.9327447416255518,0.9327447416255518,0.9327447416255518
sloberta-1.0,True,bsnlp-2021,5,bsnlp-all,0.9137697516930022,0.9187471629596006,0.9162516976007243
sloberta-1.0,True,bsnlp-all,5,ssj500k,0.6176024279210925,0.8323108384458078,0.7090592334494773
sloberta-1.0,True,bsnlp-all,5,bsnlp-2017,0.9012345679012346,0.9207207207207208,0.9108734402852051
sloberta-1.0,True,bsnlp-all,5,bsnlp-2021,0.9380392156862745,0.9317060503765255,0.9348619072433558
sloberta-1.0,True,bsnlp-all,5,bsnlp-all,0.933287795992714,0.9303222877893781,0.9318026824278245
sloberta-1.0,False,ssj500k-bsnlp2017-iterative,5,ssj500k,0.6337603617181613,0.8599182004089979,0.7297180043383948
sloberta-1.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.906896551724138,0.9477477477477477,0.9268722466960352
sloberta-1.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.7973165857836141,0.725266164632563,0.7595866195267882
sloberta-1.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.8128826843007593,0.7532909668633682,0.7819531157969136
sloberta-1.0,False,ssj500k-bsnlp-2017-combined,5,ssj500k,0.8330039525691699,0.8619631901840491,0.8472361809045226
sloberta-1.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.907103825136612,0.8972972972972973,0.9021739130434783
sloberta-1.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.857344135258894,0.6320436250324591,0.7276532137518684
sloberta-1.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.8654073199527745,0.6654561960962324,0.7523736207338979
sloberta-1.0,False,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.6381172839506173,0.84560327198364,0.7273526824978012
sloberta-1.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.8297872340425532,0.8432432432432433,0.8364611260053619
sloberta-1.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9349509550851832,0.9405349259932485,0.9377346278317151
sloberta-1.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.921586300135196,0.9282796187017703,0.9249208502939846
sloberta-1.0,False,ssj500k-bsnlp-2021-combined,5,ssj500k,0.8059701492537313,0.8834355828220859,0.8429268292682928
sloberta-1.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.8007448789571695,0.7747747747747747,0.7875457875457875
sloberta-1.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.9361534419337888,0.9252142300701116,0.9306516912628966
sloberta-1.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.9194105457057333,0.9062641852019973,0.9127900331466453
sloberta-1.0,False,ssj500k-bsnlp-all-iterative,5,ssj500k,0.6125186289120715,0.8404907975460123,0.7086206896551724
sloberta-1.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.9138840070298769,0.9369369369369369,0.9252669039145908
sloberta-1.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9317197452229299,0.9496234744222279,0.9405864197530864
sloberta-1.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9294615042278593,0.9480254198819791,0.9386516853932585
sloberta-1.0,False,ssj500k-bsnlp-all-combined,5,ssj500k,0.8233082706766918,0.8957055214723927,0.8579823702252695
sloberta-1.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8991150442477877,0.9153153153153153,0.9071428571428571
sloberta-1.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9335968379446641,0.9200207738249805,0.9267590897201151
sloberta-1.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9291284403669725,0.9194280526554698,0.9242527948893452
sloberta-1.0,False,ssj500k,5,ssj500k,0.8113948919449901,0.8445807770961146,0.8276553106212425
sloberta-1.0,False,ssj500k,5,bsnlp-2017,0.7930174563591023,0.572972972972973,0.6652719665271967
sloberta-1.0,False,ssj500k,5,bsnlp-2021,0.8602520045819015,0.5850428460140223,0.6964451313755795
sloberta-1.0,False,ssj500k,5,bsnlp-all,0.8513245033112583,0.5835224693599637,0.6924319956908159
sloberta-1.0,False,bsnlp-2017,5,ssj500k,0.2972465581977472,0.48568507157464214,0.36878881987577644
sloberta-1.0,False,bsnlp-2017,5,bsnlp-2017,0.327445652173913,0.43423423423423424,0.37335398915569323
sloberta-1.0,False,bsnlp-2017,5,bsnlp-2021,0.36380113930605906,0.36484030122046224,0.3643199792558019
sloberta-1.0,False,bsnlp-2017,5,bsnlp-all,0.35798173118747284,0.37358147980027234,0.3656152820968458
sloberta-1.0,False,bsnlp-2021,5,ssj500k,0.609056603773585,0.8251533742331288,0.7008250108554059
sloberta-1.0,False,bsnlp-2021,5,bsnlp-2017,0.7875647668393783,0.8216216216216217,0.8042328042328043
sloberta-1.0,False,bsnlp-2021,5,bsnlp-2021,0.9327447416255518,0.9327447416255518,0.9327447416255518
sloberta-1.0,False,bsnlp-2021,5,bsnlp-all,0.9137697516930022,0.9187471629596006,0.9162516976007243
sloberta-1.0,False,bsnlp-all,5,ssj500k,0.6176024279210925,0.8323108384458078,0.7090592334494773
sloberta-1.0,False,bsnlp-all,5,bsnlp-2017,0.9012345679012346,0.9207207207207208,0.9108734402852051
sloberta-1.0,False,bsnlp-all,5,bsnlp-2021,0.9380392156862745,0.9317060503765255,0.9348619072433558
sloberta-1.0,False,bsnlp-all,5,bsnlp-all,0.933287795992714,0.9303222877893781,0.9318026824278245
sloberta-2.0,True,ssj500k-bsnlp2017-iterative,5,ssj500k,0.6530278232405892,0.8159509202453987,0.7254545454545454
sloberta-2.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.8994708994708994,0.918918918918919,0.9090909090909091
sloberta-2.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.8302001212856277,0.7109841599584523,0.7659812561197371
sloberta-2.0,True,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.8403622250970246,0.7371765773944621,0.7853947527505742
sloberta-2.0,True,ssj500k-bsnlp-2017-combined,5,ssj500k,0.8213256484149856,0.8742331288343558,0.8469539375928677
sloberta-2.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.8913043478260869,0.8864864864864865,0.888888888888889
sloberta-2.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.8674281758393908,0.6507400675149312,0.743620178041543
sloberta-2.0,True,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.8712583551293229,0.6804357694053563,0.7641136740155472
sloberta-2.0,True,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.6035141329258976,0.8077709611451943,0.6908613904678618
sloberta-2.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.7889273356401384,0.8216216216216217,0.8049426301853485
sloberta-2.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9332646225199691,0.9405349259932485,0.9368856699430937
sloberta-2.0,True,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.9145548329221799,0.9255560599182933,0.9200225606316976
sloberta-2.0,True,ssj500k-bsnlp-2021-combined,5,ssj500k,0.7902033271719039,0.8742331288343558,0.8300970873786407
sloberta-2.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.8134328358208955,0.7855855855855856,0.7992667277726856
sloberta-2.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.936186974789916,0.9257335756946248,0.9309309309309309
sloberta-2.0,True,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.9210405156537753,0.9080798910576486,0.9145142857142857
sloberta-2.0,True,ssj500k-bsnlp-all-iterative,5,ssj500k,0.6248120300751879,0.8496932515337423,0.7201039861351819
sloberta-2.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.9151943462897526,0.9333333333333333,0.9241748438893844
sloberta-2.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9284064665127021,0.9394962347442223,0.9339184305627258
sloberta-2.0,True,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9267308984987677,0.9387199273717658,0.93268688690946
sloberta-2.0,True,ssj500k-bsnlp-all-combined,5,ssj500k,0.8022079116835327,0.8916155419222904,0.8445520581113801
sloberta-2.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8957597173144877,0.9135135135135135,0.9045495093666369
sloberta-2.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9325813221406086,0.9231368475720592,0.9278350515463917
sloberta-2.0,True,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9278209227957972,0.9219246482069905,0.924863387978142
sloberta-2.0,True,ssj500k,5,ssj500k,0.8458536585365853,0.8865030674846626,0.8657014478282576
sloberta-2.0,True,ssj500k,5,bsnlp-2017,0.7872860635696821,0.5801801801801801,0.6680497925311203
sloberta-2.0,True,ssj500k,5,bsnlp-2021,0.8632253202712886,0.5949104128797715,0.7043812451960031
sloberta-2.0,True,ssj500k,5,bsnlp-all,0.8530852105778648,0.5930549251021334,0.6996920605168029
sloberta-2.0,True,bsnlp-2017,5,ssj500k,0.2118343195266272,0.3660531697341513,0.2683658170914543
sloberta-2.0,True,bsnlp-2017,5,bsnlp-2017,0.18955042527339003,0.2810810810810811,0.22641509433962262
sloberta-2.0,True,bsnlp-2017,5,bsnlp-2021,0.193110140708394,0.20669955855621916,0.19967389941051047
sloberta-2.0,True,bsnlp-2017,5,bsnlp-all,0.19251769464105156,0.21606899682251476,0.20361458667522192
sloberta-2.0,True,bsnlp-2021,5,ssj500k,0.6025166543301258,0.8323108384458078,0.6990124516960068
sloberta-2.0,True,bsnlp-2021,5,bsnlp-2017,0.7666098807495741,0.8108108108108109,0.788091068301226
sloberta-2.0,True,bsnlp-2021,5,bsnlp-2021,0.9320010381520892,0.9324850688132953,0.9322429906542057
sloberta-2.0,True,bsnlp-2021,5,bsnlp-all,0.9101351351351351,0.9171584203359056,0.9136332805787926
sloberta-2.0,True,bsnlp-all,5,ssj500k,0.6068503350707372,0.8333333333333334,0.7022834984920292
sloberta-2.0,True,bsnlp-all,5,bsnlp-2017,0.9200710479573713,0.9333333333333333,0.926654740608229
sloberta-2.0,True,bsnlp-all,5,bsnlp-2021,0.9347599164926931,0.9301480135029863,0.932448262397501
sloberta-2.0,True,bsnlp-all,5,bsnlp-all,0.9328782707622298,0.9305492510213346,0.9317123054198386
sloberta-2.0,False,ssj500k-bsnlp2017-iterative,5,ssj500k,0.6530278232405892,0.8159509202453987,0.7254545454545454
sloberta-2.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2017,0.8994708994708994,0.918918918918919,0.9090909090909091
sloberta-2.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-2021,0.8302001212856277,0.7109841599584523,0.7659812561197371
sloberta-2.0,False,ssj500k-bsnlp2017-iterative,5,bsnlp-all,0.8403622250970246,0.7371765773944621,0.7853947527505742
sloberta-2.0,False,ssj500k-bsnlp-2017-combined,5,ssj500k,0.8213256484149856,0.8742331288343558,0.8469539375928677
sloberta-2.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2017,0.8913043478260869,0.8864864864864865,0.888888888888889
sloberta-2.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-2021,0.8674281758393908,0.6507400675149312,0.743620178041543
sloberta-2.0,False,ssj500k-bsnlp-2017-combined,5,bsnlp-all,0.8712583551293229,0.6804357694053563,0.7641136740155472
sloberta-2.0,False,ssj500k-bsnlp-2021-iterative,5,ssj500k,0.6035141329258976,0.8077709611451943,0.6908613904678618
sloberta-2.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2017,0.7889273356401384,0.8216216216216217,0.8049426301853485
sloberta-2.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-2021,0.9332646225199691,0.9405349259932485,0.9368856699430937
sloberta-2.0,False,ssj500k-bsnlp-2021-iterative,5,bsnlp-all,0.9145548329221799,0.9255560599182933,0.9200225606316976
sloberta-2.0,False,ssj500k-bsnlp-2021-combined,5,ssj500k,0.7902033271719039,0.8742331288343558,0.8300970873786407
sloberta-2.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2017,0.8134328358208955,0.7855855855855856,0.7992667277726856
sloberta-2.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-2021,0.936186974789916,0.9257335756946248,0.9309309309309309
sloberta-2.0,False,ssj500k-bsnlp-2021-combined,5,bsnlp-all,0.9210405156537753,0.9080798910576486,0.9145142857142857
sloberta-2.0,False,ssj500k-bsnlp-all-iterative,5,ssj500k,0.6248120300751879,0.8496932515337423,0.7201039861351819
sloberta-2.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2017,0.9151943462897526,0.9333333333333333,0.9241748438893844
sloberta-2.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-2021,0.9284064665127021,0.9394962347442223,0.9339184305627258
sloberta-2.0,False,ssj500k-bsnlp-all-iterative,5,bsnlp-all,0.9267308984987677,0.9387199273717658,0.93268688690946
sloberta-2.0,False,ssj500k-bsnlp-all-combined,5,ssj500k,0.8022079116835327,0.8916155419222904,0.8445520581113801
sloberta-2.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-2017,0.8957597173144877,0.9135135135135135,0.9045495093666369
sloberta-2.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-2021,0.9325813221406086,0.9231368475720592,0.9278350515463917
sloberta-2.0,False,ssj500k-bsnlp-all-combined,5,bsnlp-all,0.9278209227957972,0.9219246482069905,0.924863387978142
sloberta-2.0,False,ssj500k,5,ssj500k,0.8458536585365853,0.8865030674846626,0.8657014478282576
sloberta-2.0,False,ssj500k,5,bsnlp-2017,0.7872860635696821,0.5801801801801801,0.6680497925311203
sloberta-2.0,False,ssj500k,5,bsnlp-2021,0.8632253202712886,0.5949104128797715,0.7043812451960031
sloberta-2.0,False,ssj500k,5,bsnlp-all,0.8530852105778648,0.5930549251021334,0.6996920605168029
sloberta-2.0,False,bsnlp-2017,5,ssj500k,0.2118343195266272,0.3660531697341513,0.2683658170914543
sloberta-2.0,False,bsnlp-2017,5,bsnlp-2017,0.18955042527339003,0.2810810810810811,0.22641509433962262
sloberta-2.0,False,bsnlp-2017,5,bsnlp-2021,0.193110140708394,0.20669955855621916,0.19967389941051047
sloberta-2.0,False,bsnlp-2017,5,bsnlp-all,0.19251769464105156,0.21606899682251476,0.20361458667522192
sloberta-2.0,False,bsnlp-2021,5,ssj500k,0.6025166543301258,0.8323108384458078,0.6990124516960068
sloberta-2.0,False,bsnlp-2021,5,bsnlp-2017,0.7666098807495741,0.8108108108108109,0.788091068301226
sloberta-2.0,False,bsnlp-2021,5,bsnlp-2021,0.9320010381520892,0.9324850688132953,0.9322429906542057
sloberta-2.0,False,bsnlp-2021,5,bsnlp-all,0.9101351351351351,0.9171584203359056,0.9136332805787926
sloberta-2.0,False,bsnlp-all,5,ssj500k,0.6068503350707372,0.8333333333333334,0.7022834984920292
sloberta-2.0,False,bsnlp-all,5,bsnlp-2017,0.9200710479573713,0.9333333333333333,0.926654740608229
sloberta-2.0,False,bsnlp-all,5,bsnlp-2021,0.9347599164926931,0.9301480135029863,0.932448262397501
sloberta-2.0,False,bsnlp-all,5,bsnlp-all,0.9328782707622298,0.9305492510213346,0.9317123054198386
